year,lat,lng
2016,29.899718,69.250642
2016,29.898262,69.527647
2016,33.321917,44.48659
2016,32.101099,20.080449
2016,,
2016,,
2016,33.230986,44.342575
2016,33.277992,44.328386
2016,36.356648,43.164
2016,36.449444,43.351667
2016,35.465576,44.380392
2016,32.242278,35.454079
2016,37.956251,39.924165
2016,31.132093,33.803276
2016,26.556032,49.996228
2016,7.352012,125.467153
2016,32.647327,14.260693
2016,38.064584,40.381766
2016,38.064584,40.381766
2016,49.282729,-123.120738
2016,31.978098,75.408713
2016,31.134412,33.80057
2016,2.045732,45.354007
2016,12.850235,44.970811
2016,33.981146,71.56929
2016,30.954,20.113761
2016,30.165686,67.00178
2016,28.949068,61.586611
2016,33.30501,44.488807
2016,33.205592,44.257248
2016,33.546053,44.413364
2016,33.100298,44.583139
2016,34.5625,43.698056
2016,33.233859,44.401663
2016,34.821555,43.041724
2016,34.880964,44.620763
2016,15.369445,44.191007
2016,13.582904,44.02564
2016,10.891217,13.627525
2016,34.447971,70.668488
2016,35.613978,36.564865
2016,38.064584,40.381766
2016,9.925201,78.119775
2016,9.923837,78.135776
2016,33.416852,43.300045
